60,Women,Brown,Destinee,USC,7.39,7.36,53,https://www.tfrrs.org/athletes/5095582/USC/Brown_Destinee 
60,Women,Crooke,Shenel,Morgan State,7.40,7.40,59,https://www.tfrrs.org/athletes/4665691/Morgan_State/Crooke_Shenel
200,Men,Titi,Ncincilili,South Carolina,20.67,20.67,10,https://www.tfrrs.org/athletes/5153760/South_Carolina/Titi_Ncincilili
200,Men,Belcher,Christopher,N. Carolina A&T,20.59,20.59,8,https://www.tfrrs.org/athletes/5660973/N._Carolina_A&T/Belcher_Christopher
200,Men,Smith,Teray,Auburn,20.75,20.75,15,https://www.tfrrs.org/athletes/4674098/Auburn/Smith_Teray
200,Men,Trimble,Jamiel,Air Force,20.67,20.67,13,https://www.tfrrs.org/athletes/5156561/Air_Force/Trimble_Jamiel
200,Men,Carnes,Brandon,Northern Iowa,21.30,21.03,30,https://www.tfrrs.org/athletes/4637488/Northern_Iowa/Carnes_Brandon
200,Men,Willis,Maxwell,Baylor,20.76,20.69,17,https://www.tfrrs.org/athletes/6093183/Baylor/Willis_Maxwell
200,Men,Hudson,Andrew,Texas Tech,20.80,20.80,20,https://www.tfrrs.org/athletes/5639473/Texas_Tech/Hudson_Andrew
200,Men,Gali,Joshua,Buffalo,21.39,21.25,42,https://www.tfrrs.org/athletes/4672625/Buffalo/Gali_Joshua
200,Men,Bacon,Jaylen,Arkansas State,21.16,21.16,62,https://www.tfrrs.org/athletes/5101450/Arkansas_State/Bacon_Jaylen
200,Men,Sears,Ventavius,Western Kentucky,21.20,21.20,70,https://www.tfrrs.org/athletes/4631433/Western_Kentucky/Sears_Ventavius 
200,Men,Haraway,Darryl,Florida State,21.07,21.07,47,https://www.tfrrs.org/athletes/5639559/Florida_State/Haraway_Darryl
200,Men,Smith,Terrell,Kansas State,21.20,20.93,22,https://www.tfrrs.org/athletes/5584375/Kansas_State/Smith_Terrell
200,Men,Chambers,Trevin,Texas Tech,21.11,21.11,54,https://www.tfrrs.org/athletes/6097475/Texas_Tech/Chambers_Trevin
