,0,1,2,3,4,5,6,7,8,record
0,60,Men,Belcher,Christopher,N. Carolina A&T,6.64,6.64,12.0,https://www.tfrrs.org/athletes/5660973/N._Carolina_A&T/Belcher_Christopher,6.47
1,60,Men,Skean,Odean,Auburn,6.60,6.60,9.0,https://www.tfrrs.org/athletes/5636555/Auburn/Skean_Odean,6.47
2,60,Men,Smith,Teray,Auburn,6.71,6.67,40.0,https://www.tfrrs.org/athletes/4674098/Auburn/Smith_Teray,6.47
3,60,Men,Trimble,Jamiel,Air Force,6.70,6.70,49.0,https://www.tfrrs.org/athletes/5156561/Air_Force/Trimble_Jamiel,6.47
4,60,Men,Carnes,Brandon,Northern Iowa,6.59,6.59,3.0,https://www.tfrrs.org/athletes/4637488/Northern_Iowa/Carnes_Brandon,6.47
5,60,Men,Willis,Maxwell,Baylor,6.65,6.65,15.0,https://www.tfrrs.org/athletes/6093183/Baylor/Willis_Maxwell,6.47
6,60,Men,Myers,James,Charlotte,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5588751/Charlotte/Myers_James,6.47
7,60,Men,Hudson,Andrew,Texas Tech,6.68,6.68,29.0,https://www.tfrrs.org/athletes/5639473/Texas_Tech/Hudson_Andrew,6.47
8,60,Men,Bacon,Jaylen,Arkansas State,6.60,6.56,9.0,https://www.tfrrs.org/athletes/5101450/Arkansas_State/Bacon_Jaylen,6.47
9,60,Men,Miller,Jalen,TCU,6.68,6.68,29.0,https://www.tfrrs.org/athletes/5577429/TCU/Miller_Jalen,6.47
10,60,Men,Schulz,Cody,Texas State,6.72,6.72,49.0,https://www.tfrrs.org/athletes/5146459/Texas_State/Schulz_Cody ,6.47
11,60,Men,Haraway,Darryl,Florida State,6.59,6.59,3.0,https://www.tfrrs.org/athletes/5639559/Florida_State/Haraway_Darryl,6.47
12,60,Men,Scott,Rafael,South Alabama,6.59,6.59,3.0,https://www.tfrrs.org/athletes/5109761/South_Alabama/Scott_Rafael,6.47
13,60,Men,Smith,Terrell,Kansas State,6.72,6.70,49.0,https://www.tfrrs.org/athletes/5584375/Kansas_State/Smith_Terrell,6.47
14,60,Men,Lawrence,Hakeem,Akron,6.71,6.71,40.0,https://www.tfrrs.org/athletes/6178030/Akron/Lawrence_Hakeem,6.47
15,60,Men,Morton,Naukym,Northeastern,6.72,6.72,49.0,https://www.tfrrs.org/athletes/6083548/Northeastern/Morton_Naukym,6.47
16,60,Men,Marshall,Deshawn,Ohio State,6.70,6.70,37.0,https://www.tfrrs.org/athletes/5169659/Ohio_State/Marshall_Deshawn,6.47
17,60,Men,Jackson,Donte,LSU,6.64,6.63,20.0,https://www.tfrrs.org/athletes/5638935/LSU/Jackson_Donte,6.47
18,60,Men,Crenshaw,Khoury,Michigan,6.71,6.71,40.0,https://www.tfrrs.org/athletes/4656726/Michigan/Crenshaw_Khoury,6.47
19,60,Men,Larry,Lorenzo,Wisconsin,6.69,6.69,36.0,https://www.tfrrs.org/athletes/5641952/Wisconsin/Larry_Lorenzo,6.47
20,60,Men,Burrell,Cameron,Houston,6.59,6.48,3.0,https://www.tfrrs.org/athletes/4629579/Houston/Burrell_Cameron,6.47
21,60,Men,Chambers,Raheem,Auburn,6.68,6.68,29.0,https://www.tfrrs.org/athletes/6133477/Auburn/Chambers_Raheem,6.47
22,60,Men,Smith,Brian,Kent State,6.73,6.73,57.0,https://www.tfrrs.org/athletes/5600302/Kent_State/Smith_Brian,6.47
23,60,Men,Clark,Ryan,Florida,6.72,6.64,49.0,https://www.tfrrs.org/athletes/5651796/Florida/Clark_Ryan,6.47
24,60,Men,Valentine,Myles,Miami,6.65,6.65,15.0,https://www.tfrrs.org/athletes/5641918/Miami/Valentine_Myles,6.47
25,60,Men,Larkins,Micah,Northwestern St.,6.68,6.68,29.0,https://www.tfrrs.org/athletes/5582328/Northwestern_St./Larkins_Micah,6.47
26,60,Men,Benjamin,Rai,UCLA,6.72,6.72,49.0,https://www.tfrrs.org/athletes/5640101/UCLA/Benjamin_Rai,6.47
27,60,Men,Ejiakuekwu,Roy,Arkansas,6.71,6.71,40.0,https://www.tfrrs.org/athletes/5644833/Arkansas/Ejiakuekwu_Roy,6.47
28,60,Men,Dotson,Malcolm,Purdue,6.73,6.73,57.0,https://www.tfrrs.org/athletes/5603300/Purdue/Dotson_Malcolm,6.47
29,60,Men,James,Amir,Northwestern St.,6.71,6.71,40.0,https://www.tfrrs.org/athletes/5146131/Northwestern_St./James_Amir,6.47
30,60,Men,Williams,Gawain,South Dakota,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5126233/South_Dakota/Williams_Gawain,6.47
31,60,Men,Hines,Nyheim,North Carolina St.,6.71,6.71,40.0,https://www.tfrrs.org/athletes/5664851/North_Carolina_St./Hines_Nyheim,6.47
32,60,Men,Minor,Eli,Western Kentucky,6.74,6.74,67.0,https://www.tfrrs.org/athletes/6086089/Western_Kentucky/Minor_Eli,6.47
33,60,Men,Cotton,Kenzo,Arkansas,6.65,6.56,15.0,https://www.tfrrs.org/athletes/5151089/Arkansas/Cotton_Kenzo,6.47
34,60,Men,Hall-Thompson,Eli,Houston,6.65,6.65,15.0,https://www.tfrrs.org/athletes/6139507/Houston/Hall-Thompson_Eli,6.47
35,60,Men,Hamilton,Kenshard,Kentucky,6.73,6.72,57.0,https://www.tfrrs.org/athletes/5109041/Kentucky/Hamilton_Kenshard,6.47
36,60,Men,Porter,Demarcus,Texas State,6.66,6.66,20.0,https://www.tfrrs.org/athletes/5146447/Texas_State/Porter_Demarcus ,6.47
37,60,Men,Thomas,Joel,N. Carolina A&T,6.73,6.73,57.0,https://www.tfrrs.org/athletes/6082540/N._Carolina_A&T/Thomas_Joel,6.47
38,60,Men,Williams,Mustaqeem,Tennessee,6.64,6.64,12.0,https://www.tfrrs.org/athletes/5602274/Tennessee/Williams_Mustaqeem,6.47
39,60,Men,Rodgers,Derrius,Illinois State,6.64,6.64,12.0,https://www.tfrrs.org/athletes/6078125/Illinois_State/Rodgers_Derrius,6.47
40,60,Men,Lee,Winston,Syracuse,6.68,6.68,29.0,https://www.tfrrs.org/athletes/5661133/Syracuse/Lee_Winston,6.47
41,60,Men,Mitchell-Blake,Nethaneel,LSU,6.65,6.65,15.0,https://www.tfrrs.org/athletes/4197086/LSU/Mitchell-Blake_Nethaneel,6.47
42,60,Men,Flowers,Darrion,TCU,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5577427/TCU/Flowers_Darrion,6.47
43,60,Men,Akosa,Carrington,Princeton,6.73,6.73,57.0,https://www.tfrrs.org/athletes/5109366/Princeton/Akosa_Carrington,6.47
44,60,Men,King,Kyree,Oregon,6.62,6.57,11.0,https://www.tfrrs.org/athletes/6100998/Oregon/King_Kyree,6.47
45,60,Men,Saucer,Vinnie,Iowa,6.74,6.70,67.0,https://www.tfrrs.org/athletes/4671133/Iowa/Saucer_Vinnie,6.47
46,60,Men,Burke,Mario,Houston,6.59,6.59,3.0,https://www.tfrrs.org/athletes/5596167/Houston/Burke_Mario,6.47
47,60,Men,Tsumba,Tatenda,BYU,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5161451/BYU/Tsumba_Tatenda,6.47
48,60,Men,Quinn,Devin,Illinois,6.73,6.73,57.0,https://www.tfrrs.org/athletes/5637238/Illinois/Quinn_Devin,6.47
49,60,Men,Brissett,Christian,Iowa,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5575046/Iowa/Brissett_Christian ,6.47
50,60,Men,Williams,Kendal,Georgia,6.51,6.51,1.0,https://www.tfrrs.org/athletes/6121274/Georgia/Williams_Kendal,6.47
51,60,Men,Timpson, Michael,Florida,6.66,6.66,20.0,https://www.tfrrs.org/athletes/5651815/Florida/Timpson_Jr_Michael,6.47
52,60,Men,Simpson,Damarcus,Oregon,6.66,6.66,29.0,https://www.tfrrs.org/athletes/6101000/Oregon/Simpson_Damarcus,6.47
53,60,Men,Charles,Jordan,Minnesota,6.68,6.68,29.0,https://www.tfrrs.org/athletes/4666582/Minnesota/Charles_Jordan,6.47
54,60,Men,Ferguson,Emeilo,TCU,6.66,6.66,20.0,https://www.tfrrs.org/athletes/6099170/TCU/Ferguson_Emeilo ,6.47
55,60,Men,Coleman,Christian,Tennessee,6.51,6.45,1.0,https://www.tfrrs.org/athletes/5113312/Tennessee/Coleman_Christian ,6.47
56,60,Men,Morris,Julius,Western Kentucky,6.74,6.74,67.0,https://www.tfrrs.org/athletes/5106959/Western_Kentucky/Morris_Julius,6.47
57,60,Men,Boey,Johnathan,Eastern Illinois,6.74,6.71,67.0,https://www.tfrrs.org/athletes/4626558/Eastern_Illinois/Boey_Johnathan,6.47
58,60,Men,Givans,Senoj-Jay,Texas,6.59,6.57,3.0,https://www.tfrrs.org/athletes/4672791/Texas/Givans_Senoj-Jay,6.47
59,60,Men,Smith,Xavier,Penn State,6.66,6.66,20.0,https://www.tfrrs.org/athletes/5109712/Penn_State/Smith_Xavier,6.47
60,60,Men,Charleston,Cravont,North Carolina St.,6.66,6.66,20.0,https://www.tfrrs.org/athletes/6087532/North_Carolina_St./Charleston_Cravont,6.47
61,60,Men,Clarke,Edward,Florida State,6.74,6.69,67.0,https://www.tfrrs.org/athletes/5639556/Florida_State/Clarke_Edward,6.47
62,60,Men,Givens,Malik,Oklahoma State,6.70,6.70,37.0,https://www.tfrrs.org/athletes/5608258/Oklahoma_State/Givens_Malik,6.47
63,60,Men,Thymes,Just'N,USC,6.67,6.67,26.0,https://www.tfrrs.org/athletes/5159027/USC/Thymes_Just'N,6.47
64,60,Men,Gray,Nick,Ohio State,6.73,6.71,57.0,https://www.tfrrs.org/athletes/5636644/Ohio_State/Gray_Nick,6.47
65,60,Men,Powell,Leon,UCLA,6.72,6.68,49.0,https://www.tfrrs.org/athletes/5151677/UCLA/Powell_Leon,6.47
66,60,Men,Acy,Tremayne,LSU,6.67,6.63,26.0,https://www.tfrrs.org/athletes/4674045/LSU/Acy_Tremayne,6.47
67,60,Women,Martin,Jada,LSU,7.26,7.26,11.0,https://www.tfrrs.org/athletes/4674028/LSU/Martin_Jada,7.09
68,60,Women,Brown,Aaliyah,Texas A&M,7.36,7.28,41.0,https://www.tfrrs.org/athletes/4638020/Texas_A&M/Brown_Aaliyah,7.09
69,60,Women,Washington,Ariana,Oregon,7.25,7.20,10.0,https://www.tfrrs.org/athletes/5113695/Oregon/Washington_Ariana,7.09
70,60,Women,Johnson,Kortnei,LSU,7.24,7.21,9.0,https://www.tfrrs.org/athletes/5637118/LSU/Johnson_Kortnei,7.09
71,60,Women,Bellamy,J'Nea,UCF,7.34,7.33,37.0,https://www.tfrrs.org/athletes/4674611/UCF/Bellamy_J'Nea ,7.09
72,60,Women,Charlton,Devynne,Purdue,7.26,7.26,11.0,https://www.tfrrs.org/athletes/4636896/Purdue/Charlton_Devynne,7.09
73,60,Women,Auzenne,Micha,San Diego St.,7.31,7.31,34.0,https://www.tfrrs.org/athletes/5104430/San_Diego_St./Auzenne_Micha,7.09
74,60,Women,Bouyer,Kennadi,Washington,7.28,7.27,20.0,https://www.tfrrs.org/athletes/5162026/Washington/Bouyer_Kennadi,7.09
75,60,Women,Collins,Shania,Tennessee,7.35,7.35,38.0,https://www.tfrrs.org/athletes/6077764/Tennessee/Collins_Shania,7.09
76,60,Women,Harvey,Rushell,LSU,7.39,7.32,53.0,https://www.tfrrs.org/athletes/4674012/LSU/Harvey_Rushell,7.09
77,60,Women,Brown,Carolyn,Miami,7.42,7.42,70.0,https://www.tfrrs.org/athletes/5641984/Miami/Brown_Carolyn,7.09
78,60,Women,Carter ,Destiny,Kentucky,7.30,7.30,24.0,https://www.tfrrs.org/athletes/5602986/Kentucky/Carter _Destiny,7.09
79,60,Women,Barnes,Celera,UCLA,7.36,7.34,41.0,https://www.tfrrs.org/athletes/6141718/UCLA/Barnes_Celera ,7.09
80,60,Women,Cunningham,Gabriele,North Carolina St.,7.39,7.39,53.0,https://www.tfrrs.org/athletes/5591167/North_Carolina_St./Cunningham_Gabriele,7.09
81,60,Women,Helps,Shauna,Florida State,7.37,7.37,45.0,https://www.tfrrs.org/athletes/5640133/Florida_State/Helps_Shauna ,7.09
82,60,Women,Brown,Brittany,Iowa,7.39,7.39,53.0,https://www.tfrrs.org/athletes/4671139/Iowa/Brown_Brittany,7.09
83,60,Women,Thompson,Brenessa,Texas A&M,7.37,7.37,45.0,https://www.tfrrs.org/athletes/5610196/Texas_A&M/Thompson_Brenessa,7.09
84,60,Women,Henderson,Ashley,San Diego St.,7.17,7.17,4.0,https://www.tfrrs.org/athletes/5104436/San_Diego_St./Henderson_Ashley,7.09
85,60,Women,Burks,Quanesha,Alabama,7.27,7.21,16.0,https://www.tfrrs.org/athletes/4638071/Alabama/Burks_Quanesha,7.09
86,60,Women,Robinson,Torie,Clemson,7.27,7.27,16.0,https://www.tfrrs.org/athletes/5151794/Clemson/Robinson_Torie,7.09
87,60,Women,Buchanan,Leya,Oklahoma,7.32,7.32,32.0,https://www.tfrrs.org/athletes/5127541/Oklahoma/Buchanan_Leya,7.09
88,60,Women,Hall,Cassondra,LSU,7.26,7.26,11.0,https://www.tfrrs.org/athletes/6099521/LSU/Hall_Cassondra,7.09
89,60,Women,Stevens,Deajah,Oregon,7.23,7.17,8.0,https://www.tfrrs.org/athletes/5640215/Oregon/Stevens_Deajah,7.09
90,60,Women,Brisco,Mikiah,LSU,7.19,7.17,4.0,https://www.tfrrs.org/athletes/5122060/LSU/Brisco_Mikiah,7.09
91,60,Women,Gray,Kianna,Kentucky,7.26,7.26,11.0,https://www.tfrrs.org/athletes/5602989/Kentucky/Gray_Kianna,7.09
92,60,Women,Ivy,Amber,Texas A&M,7.31,7.31,27.0,https://www.tfrrs.org/athletes/6105165/Texas_A&M/Ivy_Amber,7.09
93,60,Women,Davis,Jerayah,Wyoming,7.25,7.25,16.0,https://www.tfrrs.org/athletes/5604390/Wyoming/Davis_Jerayah,7.09
94,60,Women,Bennett,Taylor,Baylor,7.33,7.30,34.0,https://www.tfrrs.org/athletes/5639691/Baylor/Bennett_Taylor,7.09
95,60,Women,Morrison,Ebony,Miami,7.41,7.41,64.0,https://www.tfrrs.org/athletes/5641993/Miami/Morrison_Ebony,7.09
96,60,Women,Smith,Rebekah,Clemson,7.31,7.31,27.0,https://www.tfrrs.org/athletes/6133564/Clemson/Smith_Rebekah,7.09
97,60,Women,White,Kayla,N. Carolina A&T,7.42,7.42,70.0,https://www.tfrrs.org/athletes/5588415/N._Carolina_A&T/White_Kayla,7.09
98,60,Women,Cunliffe,Hannah,Oregon,7.07,7.07,1.0,https://www.tfrrs.org/athletes/5640210/Oregon/Cunliffe_Hannah,7.09
99,60,Women,Hobbs,Aleia,LSU,7.18,7.18,2.0,https://www.tfrrs.org/athletes/5122093/LSU/Hobbs_Aleia,7.09
100,60,Women,Cody,Maya,Missouri,7.39,7.39,53.0,https://www.tfrrs.org/athletes/5639608/Missouri/Cody_Maya,7.09
101,60,Women,Njadoe,Wurrie,Kansas State,7.41,7.41,64.0,https://www.tfrrs.org/athletes/6088032/Kansas_State/Njadoe_Wurrie,7.09
102,60,Women,Jackson,LaQuisha,Missouri,7.40,7.31,59.0,https://www.tfrrs.org/athletes/5146700/Missouri/Jackson_LaQuisha,7.09
103,60,Women,Smith,Jonielle,Auburn,7.31,7.31,27.0,https://www.tfrrs.org/athletes/5122710/Auburn/Smith_Jonielle,7.09
104,60,Women,Misher,Rachel,LSU,7.38,7.38,48.0,https://www.tfrrs.org/athletes/5637120/LSU/Misher_Rachel,7.09
105,60,Women,Ricketts,Ranee,Clemson,7.36,7.36,41.0,https://www.tfrrs.org/athletes/5640839/Clemson/Ricketts_Ranee,7.09
106,60,Women,Westbrook,Ky,USC,7.30,7.18,24.0,https://www.tfrrs.org/athletes/5095589/USC/Westbrook_Ky,7.09
107,60,Women,Anderson,Taylor,Connecticut,7.41,7.40,64.0,https://www.tfrrs.org/athletes/4671081/Connecticut/Anderson_Taylor,7.09
108,60,Women,Daniels,Teahna,Texas,7.21,7.11,6.0,https://www.tfrrs.org/athletes/5637432/Texas/Daniels_Teahna,7.09
109,60,Women,Carson,Savannah,Purdue,7.39,7.32,53.0,https://www.tfrrs.org/athletes/4636895/Purdue/Carson_Savannah,7.09
110,60,Women,Pipi,Ama,Oklahoma,7.38,7.38,48.0,https://www.tfrrs.org/athletes/5127544/Oklahoma/Pipi_Ama,7.09
111,60,Women,Oliver,Javianne,Kentucky,7.18,7.14,2.0,https://www.tfrrs.org/athletes/5116168/Kentucky/Oliver_Javianne,7.09
112,60,Women,McCoy,Maia,Tennessee,7.40,7.39,59.0,https://www.tfrrs.org/athletes/5602895/Tennessee/McCoy_Maia,7.09
113,60,Women,Bracey,Sekayi,Purdue,7.41,7.41,64.0,https://www.tfrrs.org/athletes/6103926/Purdue/Bracey_Sekayi,7.09
114,60,Women,Hadley,Sabria,Clemson,7.35,7.35,38.0,https://www.tfrrs.org/athletes/4646831/Clemson/Hadley_Sabria,7.09
115,60,Women,Smith-Barnett,Destiny,UNLV,7.20,7.20,7.0,https://www.tfrrs.org/athletes/5123319/UNLV/Smith-Barnett_Destiny,7.09
116,60,Women,Albury,Keianna,Penn State,7.32,7.32,32.0,https://www.tfrrs.org/athletes/5611974/Penn_State/Albury_Keianna,7.09
117,60,Women,Hill,Deanna,USC,7.26,7.26,11.0,https://www.tfrrs.org/athletes/5095587/USC/Hill_Deanna,7.09
118,60,Women,Larch-Miller,Nikki,Wichita State,7.38,7.38,48.0,https://www.tfrrs.org/athletes/4166533/Wichita_State/Larch-Miller_Nikki,7.09
119,60,Women,Williams ,Alissa,UCF,7.40,7.40,59.0,https://www.tfrrs.org/athletes/5647699/UCF/Williams _Alissa,7.09
120,60,Women,Henderson, Nicole,Ole Miss,7.40,7.40,59.0,https://www.tfrrs.org/athletes/5107501/Ole_Miss/Henderson_Nicole,7.09
121,60,Women,Knott,Kristina,Miami,7.31,7.31,27.0,https://www.tfrrs.org/athletes/6132215/Miami/Knott_Kristina,7.09
122,60,Women,Collins,Angelica,Clemson,7.29,7.29,22.0,https://www.tfrrs.org/athletes/6133565/Clemson/Collins_Angelica,7.09
123,60,Women,Hall,Kate,Georgia,7.28,7.28,20.0,https://www.tfrrs.org/athletes/6121327/Georgia/Hall_Kate,7.09
124,60,Women,Cox,Carmiesha,Purdue,7.35,7.35,38.0,https://www.tfrrs.org/athletes/4684512/Purdue/Cox_Carmiesha,7.09
125,60,Women,Conley,Sydney,Kansas,7.42,7.42,70.0,https://www.tfrrs.org/athletes/4175356/Kansas/Conley_Sydney,7.09
126,60,Women,Baldwin,Jacquelyn,Jacksonville,7.38,7.38,48.0,https://www.tfrrs.org/athletes/5631275/Jacksonville/Baldwin_Jacquelyn,7.09
127,60,Women,Sellers,Kadejhia,Syracuse,7.37,7.37,45.0,https://www.tfrrs.org/athletes/5597181/Syracuse/Sellers_Kadejhia,7.09
128,60,Women,Clerveaux,Vanessa,Alabama,7.42,7.42,70.0,https://www.tfrrs.org/athletes/4638072/Alabama/Clerveaux_Vanessa,7.09
129,60,Women,Dunmore,Makenzie,Oregon,7.25,7.25,16.0,https://www.tfrrs.org/athletes/6101003/Oregon/Dunmore_Makenzie,7.09
130,60,Women,Parker,Kiara,Arkansas,7.36,7.36,41.0,https://www.tfrrs.org/athletes/5637289/Arkansas/Parker_Kiara ,7.09
131,60,Women,McClendon,Ebony,Wisconsin,7.41,7.41,64.0,https://www.tfrrs.org/athletes/5126759/Wisconsin/McClendon_Ebony,7.09
132,60,Women,Thomas,Gabrielle,Harvard,7.29,7.29,22.0,https://www.tfrrs.org/athletes/5588173/Harvard/Thomas_Gabrielle,7.09
133,60,Women,Williamson,Trudy-Ann,Villanova,7.41,7.41,64.0,https://www.tfrrs.org/athletes/6086451/Villanova/Williamson_Trudy-Ann,7.09
134,60,Women,Grant,Raven,Louisville,7.38,7.38,48.0,https://www.tfrrs.org/athletes/5592745/Louisville/Grant_Raven,7.09
135,60,Women,Brown,Destinee,USC,7.39,7.36,53.0,https://www.tfrrs.org/athletes/5095582/USC/Brown_Destinee ,7.09
136,60,Women,Crooke,Shenel,Morgan State,7.40,7.40,59.0,https://www.tfrrs.org/athletes/4665691/Morgan_State/Crooke_Shenel,7.09
137,200,Men,Titi,Ncincilili,South Carolina,20.67,20.67,10.0,https://www.tfrrs.org/athletes/5153760/South_Carolina/Titi_Ncincilili,20.10
138,200,Men,Belcher,Christopher,N. Carolina A&T,20.59,20.59,8.0,https://www.tfrrs.org/athletes/5660973/N._Carolina_A&T/Belcher_Christopher,20.10
139,200,Men,Smith,Teray,Auburn,20.75,20.75,15.0,https://www.tfrrs.org/athletes/4674098/Auburn/Smith_Teray,20.10
140,200,Men,Trimble,Jamiel,Air Force,20.67,20.67,13.0,https://www.tfrrs.org/athletes/5156561/Air_Force/Trimble_Jamiel,20.10
141,200,Men,Carnes,Brandon,Northern Iowa,21.30,21.03,30.0,https://www.tfrrs.org/athletes/4637488/Northern_Iowa/Carnes_Brandon,20.10
142,200,Men,Willis,Maxwell,Baylor,20.76,20.69,17.0,https://www.tfrrs.org/athletes/6093183/Baylor/Willis_Maxwell,20.10
143,200,Men,Hudson,Andrew,Texas Tech,20.80,20.80,20.0,https://www.tfrrs.org/athletes/5639473/Texas_Tech/Hudson_Andrew,20.10
144,200,Men,Gali,Joshua,Buffalo,21.39,21.25,42.0,https://www.tfrrs.org/athletes/4672625/Buffalo/Gali_Joshua,20.10
145,200,Men,Bacon,Jaylen,Arkansas State,21.16,21.16,62.0,https://www.tfrrs.org/athletes/5101450/Arkansas_State/Bacon_Jaylen,20.10
146,200,Men,Sears,Ventavius,Western Kentucky,21.20,21.20,70.0,https://www.tfrrs.org/athletes/4631433/Western_Kentucky/Sears_Ventavius ,20.10
147,200,Men,Haraway,Darryl,Florida State,21.07,21.07,47.0,https://www.tfrrs.org/athletes/5639559/Florida_State/Haraway_Darryl,20.10
148,200,Men,Smith,Terrell,Kansas State,21.20,20.93,22.0,https://www.tfrrs.org/athletes/5584375/Kansas_State/Smith_Terrell,20.10
149,200,Men,Chambers,Trevin,Texas Tech,21.11,21.11,54.0,https://www.tfrrs.org/athletes/6097475/Texas_Tech/Chambers_Trevin,20.10
150,200,Men,Morrow,Elijah,Texas A&M,21.08,21.08,49.0,https://www.tfrrs.org/athletes/5124675/Texas_A&M/Morrow_Elijah,20.10
151,200,Men,Richards,Jereem,Alabama,20.34,20.31,1.0,https://www.tfrrs.org/athletes/6096977/Alabama/Richards_Jereem,20.10
152,200,Men,Marshall,Deshawn,Ohio State,20.74,20.74,13.0,https://www.tfrrs.org/athletes/5169659/Ohio_State/Marshall_Deshawn,20.10
153,200,Men,Clemes,Zyaire,USC,21.01,20.97,39.0,https://www.tfrrs.org/athletes/5584341/USC/Clemes_Zyaire ,20.10
154,200,Men,Larry,Lorenzo,Wisconsin,21.11,21.08,54.0,https://www.tfrrs.org/athletes/5641952/Wisconsin/Larry_Lorenzo,20.10
155,200,Men,McLaughlin,Taylor,Michigan,21.05,21.05,46.0,https://www.tfrrs.org/athletes/5597150/Michigan/McLaughlin_Taylor,20.10
156,200,Men,Burrell,Cameron,Houston,20.84,20.84,24.0,https://www.tfrrs.org/athletes/4629579/Houston/Burrell_Cameron,20.10
157,200,Men,Eiker,Josh,Illinois,21.57,21.30,68.0,https://www.tfrrs.org/athletes/6127883/Illinois/Eiker_Josh,20.10
158,200,Men,Clark,Ryan,Florida,20.99,20.92,36.0,https://www.tfrrs.org/athletes/5651796/Florida/Clark_Ryan,20.10
159,200,Men,Henderson,Kahlil,Auburn,20.93,20.93,30.0,https://www.tfrrs.org/athletes/4674096/Auburn/Henderson_Kahlil,20.10
160,200,Men,Benjamin,Rai,UCLA,20.76,20.76,22.0,https://www.tfrrs.org/athletes/5640101/UCLA/Benjamin_Rai,20.10
161,200,Men,Ejiakuekwu,Roy,Arkansas,21.03,21.03,45.0,https://www.tfrrs.org/athletes/5644833/Arkansas/Ejiakuekwu_Roy,20.10
162,200,Men,Dotson,Malcolm,Purdue,21.47,21.31,52.0,https://www.tfrrs.org/athletes/5603300/Purdue/Dotson_Malcolm,20.10
163,200,Men,James,Amir,Northwestern St.,21.08,21.08,49.0,https://www.tfrrs.org/athletes/5146131/Northwestern_St./James_Amir,20.10
164,200,Men,Moffett,Malik,Penn State,20.76,20.76,17.0,https://www.tfrrs.org/athletes/5109863/Penn_State/Moffett_Malik,20.10
165,200,Men,Washington,Josh,Arkansas,20.71,20.71,11.0,https://www.tfrrs.org/athletes/5644827/Arkansas/Washington_Josh,20.10
166,200,Men,Chiles,Gregory,Virginia Tech,21.20,21.20,70.0,https://www.tfrrs.org/athletes/6142106/Virginia_Tech/Chiles_Gregory,20.10
167,200,Men,Cotton,Kenzo,Arkansas,20.65,20.65,9.0,https://www.tfrrs.org/athletes/5151089/Arkansas/Cotton_Kenzo,20.10
168,200,Men,Hall-Thompson,Eli,Houston,20.71,20.71,11.0,https://www.tfrrs.org/athletes/6139507/Houston/Hall-Thompson_Eli,20.10
169,200,Men,Norman,Michael,USC,20.75,20.75,15.0,https://www.tfrrs.org/athletes/6110322/USC/Norman_Michael,20.10
170,200,Men,Bailey Jr.,Aldrich,Texas,20.92,20.92,29.0,https://www.tfrrs.org/athletes/5637076/Texas/Bailey Jr._Aldrich,20.10
171,200,Men,Williams,Mustaqeem,Tennessee,20.86,20.86,26.0,https://www.tfrrs.org/athletes/5602274/Tennessee/Williams_Mustaqeem,20.10
172,200,Men,Chambers,Marcus,Oregon,20.78,20.78,19.0,https://www.tfrrs.org/athletes/4650973/Oregon/Chambers_Marcus,20.10
173,200,Men,Rodgers,Derrius,Illinois State,21.50,21.50,57.0,https://www.tfrrs.org/athletes/6078125/Illinois_State/Rodgers_Derrius,20.10
174,200,Men,Mowatt,Kemar,Arkansas,21.07,21.07,47.0,https://www.tfrrs.org/athletes/5595887/Arkansas/Mowatt_Kemar,20.10
175,200,Men,Lattin,Amere,Houston,21.16,21.16,62.0,https://www.tfrrs.org/athletes/5596172/Houston/Lattin_Amere,20.10
176,200,Men,Mitchell-Blake,Nethaneel,LSU,20.49,20.49,4.0,https://www.tfrrs.org/athletes/4197086/LSU/Mitchell-Blake_Nethaneel,20.10
177,200,Men,Cunningham,Quashawn,North Carolina St.,21.12,21.12,56.0,https://www.tfrrs.org/athletes/5104421/North_Carolina_St./Cunningham_Quashawn,20.10
178,200,Men,Chisena,Dan,Penn State,21.19,21.19,68.0,https://www.tfrrs.org/athletes/5674760/Penn_State/Chisena_Dan,20.10
179,200,Men,King,Kyree,Oregon,21.02,21.02,42.0,https://www.tfrrs.org/athletes/6100998/Oregon/King_Kyree,20.10
180,200,Men,Cheeks,Michael,Clemson,21.17,21.17,64.0,https://www.tfrrs.org/athletes/5151779/Clemson/Cheeks_Michael,20.10
181,200,Men,Burke,Mario,Houston,21.14,21.14,58.0,https://www.tfrrs.org/athletes/5596167/Houston/Burke_Mario,20.10
182,200,Men,Tsumba,Tatenda,BYU,21.02,21.02,42.0,https://www.tfrrs.org/athletes/5161451/BYU/Tsumba_Tatenda,20.10
183,200,Men,Brown,Izaiah,Rutgers,21.08,21.08,49.0,https://www.tfrrs.org/athletes/5603131/Rutgers/Brown_Izaiah,20.10
184,200,Men,Quinn,Devin,Illinois,21.01,21.01,39.0,https://www.tfrrs.org/athletes/5637238/Illinois/Quinn_Devin,20.10
185,200,Men,Williams,Kendal,Georgia,20.93,20.93,30.0,https://www.tfrrs.org/athletes/6121274/Georgia/Williams_Kendal,20.10
186,200,Men,Rowe,Rodney,N. Carolina A&T,21.59,21.51,72.0,https://www.tfrrs.org/athletes/5588405/N._Carolina_A&T/Rowe_Rodney,20.10
